|LEVEL|NAME|EMPID|TYPE|
|3|PH04_LOAD|\\_DWH\\20_LOAD_JOBS|FOLDER|
|3|PH05_POSTLOAD|\\_DWH\\20_LOAD_JOBS|FOLDER|
|4|ACG_CHG_HIST|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|ACG_STC_ITM|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|AC_AR|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|AR_ADL_ATTR_VAL|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|AR_ADL_ATTR_VAL_FCT|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|AR_AVY|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|AR_AVY_GRC_PRD|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|AR_AVY_SHD_ITM|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|AR_AVY_SHD_ITM__UNIVERSAL|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|AR_AVY_SMY|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|AR_AVY_UREPTFFUL_YDDTRNPF|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|AR_DLQ_PRD|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|AR_DLQ_SMY|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|AR_FEE_SMY|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|AR_X_AR|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|AR_X_AR_FCT|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|AR_X_AR_TP|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|AR_X_AU|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|AR_X_AU_EXCL|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|AR_X_AU_FCT|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|AR_X_CD|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|AR_X_CL|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|AR_X_EV|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|AR_X_GRP|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|AR_X_IP|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|AR_X_LMT_TP|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|AR_X_RATE_TP|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|AR_X_RATE_TP_HIST|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|AR_X_RI|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|ASI_X_ASI|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|ASI_X_AU|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|AST_AR_INT_SMY|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|AST_AR_SMY|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|AU|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|AU_ADL_ATTR_VAL|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|AU_BAL|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|AU_HOLD_AVY|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|AU_HOLD_ORDR|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|AU_RSRV_SMY|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|AU_SMY|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|BNK_LCN_EV|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|CESSION_AR_HIST|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|CESSION_AR_HIST_FCT|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|CL_X_AU|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|CL_X_GRP|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|CL_X_IP|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|CMM|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|CODE_WORD|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|COF_HIST|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|CR_OFCR_HIST|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|CST_AHR|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|CST_AHR_ADL_CMM|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|CST_AHR_ADL_CMM_FRQ|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|CST_AHR_ADL_PSN|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|CST_AP_FORM|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|CST_BNKR|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|CST_HIST|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|CTY|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|DCMRY_AR_SMY|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|DEP_AR_HIST|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|DEP_AR_SMY|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|DEP_GNL_AR_HIST|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|EMAIL_ADR|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|EV_ADL_ATTR_VAL|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|EV_X_CL|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|EV_X_CL__AR_AVY_BASED|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|GRP_ADL_ATTR_VAL|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|IB_DEP_AR_HIST|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|IB_GNL_AR_HIST|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|IB_LOAN_AR_HIST|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|IDENTN_DOC|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|IDV_HIST|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|INDX_HIST|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|INDX_VAL|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|INS_AR_HIST|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|INS_CO_HIST|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|INV_HIST|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|INV_ITM_HIST|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|IP|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|IP_ADL_ATTR_VAL|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|IP_ALT_NM|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|IP_RCT_EXT_IDS|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|IP_RCT_LCL_IDS|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|IP_RCT_RTG|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|IP_RCT_WTCH_LIST|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|IP_VAL|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|IP_X_AU|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|IP_X_GRP|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|IP_X_IP|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|IP_X_LO|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|IP_X_LO_HTF13|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|IP_X_RTG_RLTNP|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|LBY_AR_INT_SMY|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|LOAN_AR_HIST|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|LOC_AR_HIST|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|LORO_AC_AR_HIST|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|LTROC_AR_HIST|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|LTR_OF_GNT_AR_HIST|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|NOSTRO_AC_AR_HIST|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|ORG_DOC|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|ORG_HIST|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|ORG_X_EMPE|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|OU_HIST|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|OU_X_AU|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|PRD_ITRV|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|PST_ADR|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|PYMT_DOC|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|RATE_HIST|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|RI_AVY|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|RI_VAL|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|RI_X_AU|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|RI_X_EV|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|RI_X_IP|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|RTG_EV|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|RVAL_TXN_CLC|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|SCR_AR_HIST|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|STK_MKT_INDX_HIST|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|STK_MKT_INDX_VAL|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|TEL_ADR|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|TXN|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|VAL_X_BDW_CL|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|4|VHCL|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD|FOLDER|
|5|FULL_PH04A_DELETE_ACG_CHG_HIST_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\ACG_CHG_HIST|JOB|
|5|FULL_PH04E_INSERT_ACG_CHG_HIST_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\ACG_CHG_HIST|JOB|
|5|FULL_PH04_ACG_CHG_HIST_SEQ|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\ACG_CHG_HIST|JOB|
|5|FULL_PH04A_DELETE_LOADING_DT_ACG_STC_ITM_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\ACG_STC_ITM|JOB|
|5|FULL_PH04B_DELETE_ACG_STC_ITM_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\ACG_STC_ITM|JOB|
|5|FULL_PH04C_OPEN_HISTORY_LOADING_DT_ACG_STC_ITM_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\ACG_STC_ITM|JOB|
|5|FULL_PH04D_CLOSE_HISTORY_ACG_STC_ITM_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\ACG_STC_ITM|JOB|
|5|FULL_PH04E_INSERT_ACG_STC_ITM_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\ACG_STC_ITM|JOB|
|5|FULL_PH04F_INSERT_TECH_CHAPTER_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\ACG_STC_ITM|JOB|
|5|FULL_PH04F_INSERT_TECH_SECTION_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\ACG_STC_ITM|JOB|
|5|FULL_PH04G_ADD_UNDEFINED_ROW_ACG_STC_ITM_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\ACG_STC_ITM|JOB|
|5|FULL_PH04_LOAD_ACG_STC_ITM_SEQ|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\ACG_STC_ITM|JOB|
|5|FULL_PH04A_DELETE_LOADING_DT_AC_AR_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AC_AR|JOB|
|5|FULL_PH04B_DELETE_AC_AR_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AC_AR|JOB|
|5|FULL_PH04C_OPEN_HISTORY_LOADING_AC_AR_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AC_AR|JOB|
|5|FULL_PH04D_CLOSE_HISTORY_AC_AR_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AC_AR|JOB|
|5|FULL_PH04E_INSERT_AC_AR_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AC_AR|JOB|
|5|FULL_PH04_LOAD_AC_AR_SEQ|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AC_AR|JOB|
|5|FULL_PH04A_DELETE_LOADING_DT_AR_ADL_ATTR_VAL_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_ADL_ATTR_VAL|JOB|
|5|FULL_PH04B_DELETE_AR_ADL_ATTR_VAL_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_ADL_ATTR_VAL|JOB|
|5|FULL_PH04C_OPEN_HISTORY_LOADING_AR_ADL_ATTR_VAL_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_ADL_ATTR_VAL|JOB|
|5|FULL_PH04DA_CLOSE_HISTORY_AR_ADL_ATTR_VAL_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_ADL_ATTR_VAL|JOB|
|5|FULL_PH04D_CLOSE_HISTORY_AR_ADL_ATTR_VAL_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_ADL_ATTR_VAL|JOB|
|5|FULL_PH04E_INSERT_AR_ADL_ATTR_VAL_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_ADL_ATTR_VAL|JOB|
|5|FULL_PH04_LOAD_AR_ADL_ATTR_VAL_SEQ|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_ADL_ATTR_VAL|JOB|
|5|REJECT_PH04F_LOAD_AR_ADL_ATTR_VAL_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_ADL_ATTR_VAL|JOB|
|5|REJECT_PH04G_GET_HIST_AR_ADL_ATTR_VAL_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_ADL_ATTR_VAL|JOB|
|5|REJECT_PH04H_UNION_HIST_AR_ADL_ATTR_VAL_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_ADL_ATTR_VAL|JOB|
|5|REJECT_PH04J_DELETE_ROWS_AR_ADL_ATTR_VAL_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_ADL_ATTR_VAL|JOB|
|5|REJECT_PH04K_INSERT_ROWS_AR_ADL_ATTR_VAL_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_ADL_ATTR_VAL|JOB|
|5|REJECT_PH04L_UPDATE_ROWS_AR_ADL_ATTR_VAL_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_ADL_ATTR_VAL|JOB|
|5|REJECT_PH04M_CLEAR_REJECT_AR_ADL_ATTR_VAL_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_ADL_ATTR_VAL|JOB|
|5|REJECT_PH04_LOAD_AR_ADL_ATTR_VAL_SEQ|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_ADL_ATTR_VAL|JOB|
|5|FULL_PH04B_DELETE_AR_ADL_ATTR_VAL_FCT_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_ADL_ATTR_VAL_FCT|JOB|
|5|FULL_PH04E_INSERT_AR_ADL_ATTR_VAL_FCT_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_ADL_ATTR_VAL_FCT|JOB|
|5|FULL_PH04_LOAD_AR_ADL_ATTR_VAL_FCT_SEQ|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_ADL_ATTR_VAL_FCT|JOB|
|5|NEW|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY|FOLDER|
|5|FULL_PH04B_DELETE_AR_AVY_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY|JOB|
|5|FULL_PH04D_CLOSE_HISTORY_AR_AVY_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY|JOB|
|5|FULL_PH04E_INSERT_UPDATE_ROWS_AR_AVY_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY|JOB|
|5|FULL_PH04_LOAD_AR_AVY_SEQ|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY|JOB|
|5|REJECT_PH04F_LOAD_AR_AVY_DEPOSIT_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY|JOB|
|5|REJECT_PH04F_LOAD_AR_AVY_GRC_PRD_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY|JOB|
|5|REJECT_PH04F_LOAD_AR_AVY_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY|JOB|
|5|REJECT_PH04I_INSERT_ROWS_AR_AVY_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY|JOB|
|5|REJECT_PH04J_CLEAR_REJECT_AR_AVY_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY|JOB|
|5|REJECT_PH04J_DELETE_AR_AVY_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY|JOB|
|5|REJECT_PH04K_INSERT_ROWS_AR_AVY_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY|JOB|
|5|REJECT_PH04M_CLEAR_REJECT_AR_AVY_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY|JOB|
|5|REJECT_PH04_LOAD_AR_AVY_SEQ|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY|JOB|
|6|FULL_PH04A_DELETE_LOADING_DT_AR_AVY_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY\\NEW|JOB|
|5|FULL_PH04B_DELETE_AR_AVY_GRC_PRD_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY_GRC_PRD|JOB|
|5|FULL_PH04E_INSERT_UPDATE_ROWS_AR_AVY_GRC_PRD_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY_GRC_PRD|JOB|
|5|FULL_PH04_LOAD_AR_AVY_GRC_PRD_SEQ|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY_GRC_PRD|JOB|
|5|FULL_PH04A_DELETE_AR_AVY_SHD_ITM_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY_SHD_ITM|JOB|
|5|FULL_PH04B_INSERT_ROWS_AR_AVY_SHD_ITM_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY_SHD_ITM|JOB|
|5|FULL_PH04C_DELETE_ROWS_AR_AVY_SHD_ITM_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY_SHD_ITM|JOB|
|5|FULL_PH04D_UPDATE_ELSE_INSERT_ROWS_AR_AVY_SHD_ITM_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY_SHD_ITM|JOB|
|5|FULL_PH04_LOAD_AR_AVY_SHD_ITM_SEQ|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY_SHD_ITM|JOB|
|5|FULL_PH04B_DELETE_AR_AVY_SHD_ITM__UNIVERSAL_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY_SHD_ITM__UNIVERSAL|JOB|
|5|FULL_PH04E_INSERT_UPDATE_ROWS_AR_AVY_SHD_ITM__UNIVERSAL_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY_SHD_ITM__UNIVERSAL|JOB|
|5|FULL_PH04_LOAD_AR_AVY_SHD_ITM__UNIVERSAL_SEQ|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY_SHD_ITM__UNIVERSAL|JOB|
|5|FULL_PH04A_INSERT_ROWS_AR_AVY_SMY_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY_SMY|JOB|
|5|FULL_PH04B_DELETE_AR_AVY_SMY_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY_SMY|JOB|
|5|FULL_PH04_LOAD_AR_AVY_SMY_SEQ|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY_SMY|JOB|
|5|REJECT_PH04F_LOAD_AR_AVY_SMY_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY_SMY|JOB|
|5|REJECT_PH04J_DELETE_ROWS_AR_AVY_SMY_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY_SMY|JOB|
|5|REJECT_PH04K_INSERT_ROWS_AR_AVY_SMY_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY_SMY|JOB|
|5|REJECT_PH04M_CLEAR_REJECT_AR_AVY_SMY_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY_SMY|JOB|
|5|REJECT_PH04_LOAD_AR_AVY_SMY_SEQ|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY_SMY|JOB|
|5|FULL_PH04B_DELETE_AR_AVY_UREPTFFUL_YDDTRNPF_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY_UREPTFFUL_YDDTRNPF|JOB|
|5|FULL_PH04D_CLOSE_HISTORY_AR_AVY_UREPTFFUL_YDDTRNPF_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY_UREPTFFUL_YDDTRNPF|JOB|
|5|FULL_PH04E_INSERT_UPDATE_ROWS_AR_AVY_UREPTFFUL_YDDTRNPF_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY_UREPTFFUL_YDDTRNPF|JOB|
|5|FULL_PH04_LOAD_AR_AVY_UREPTFFUL_YDDTRNPF_SEQ|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY_UREPTFFUL_YDDTRNPF|JOB|
|5|REJECT_PH04F_LOAD_AR_AVY_UREPTFFUL_YDDTRNPF_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY_UREPTFFUL_YDDTRNPF|JOB|
|5|REJECT_PH04J_DELETE_AR_AVY_UREPTFFUL_YDDTRNPF_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY_UREPTFFUL_YDDTRNPF|JOB|
|5|REJECT_PH04K_INSERT_ROWS_AR_AVY_UREPTFFUL_YDDTRNPF_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY_UREPTFFUL_YDDTRNPF|JOB|
|5|REJECT_PH04M_CLEAR_REJECT_AR_AVY_UREPTFFUL_YDDTRNPF_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY_UREPTFFUL_YDDTRNPF|JOB|
|5|REJECT_PH04_LOAD_AR_AVY_UREPTFFUL_YDDTRNPF_SEQ|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_AVY_UREPTFFUL_YDDTRNPF|JOB|
|5|FULL_PH04A_DELETE_LOADING_DT_AR_DLQ_PRD_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_DLQ_PRD|JOB|
|5|FULL_PH04B_DELETE_AR_DLQ_PRD_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_DLQ_PRD|JOB|
|5|FULL_PH04C_OPEN_HISTORY_LOADING_AR_DLQ_PRD_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_DLQ_PRD|JOB|
|5|FULL_PH04DA_CLOSE_HISTORY_AR_DLQ_PRD_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_DLQ_PRD|JOB|
|5|FULL_PH04D_CLOSE_HISTORY_AR_DLQ_PRD_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_DLQ_PRD|JOB|
|5|FULL_PH04E_INSERT_AR_DLQ_PRD_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_DLQ_PRD|JOB|
|5|FULL_PH04_LOAD_AR_DLQ_PRD_SEQ|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_DLQ_PRD|JOB|
|5|FULL_PH04B_DELETE_AR_DLQ_SMY_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_DLQ_SMY|JOB|
