|LEVEL|NAME|EMPID|TYPE|
|7|BIS_CREDIT_FULL_PH01C_CREDIT_UREPTPFFUL_SDGR_AR_AVY_SHD_ITM_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH01C_CREDIT_UREPTPFFUL_SDGR_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH01C_CREDIT_UREPTPFFUL_SDSZPF_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH01C_CREDIT_UREPTPFFUL_YDDTRNPF_AR_X_AU_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH01C_CREDIT_UREPTPFFUL_YDDTRNPF_AR_X_CD_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH01C_CREDIT_UREPTPFFUL_YDDTRNPF_AR_X_CL_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH01C_CREDIT_UREPTPFFUL_YDDTRNPF_AR_X_GRP_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH01C_CREDIT_UREPTPFFUL_YDDTRNPF_AR_X_IP_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH01C_CREDIT_UREPTPFFUL_YDDTRNPF_AR_X_LMT_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH01C_CREDIT_UREPTPFFUL_YDDTRNPF_AR_X_RATE_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH01C_CREDIT_UREPTPFFUL_YDDTRNPF_EV_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH01C_CREDIT_UREPTPFFUL_YDDTRNPF_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH01C_LINE_OF_CREDIT_YDDTRNPF_AR_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH01C_LINE_OF_CREDIT_YDDTRNPF_AR_X_AU_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH01C_LINE_OF_CREDIT_YDDTRNPF_AR_X_CD_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH01C_LINE_OF_CREDIT_YDDTRNPF_AR_X_GRP_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH01C_LINE_OF_CREDIT_YDDTRNPF_AR_X_IP_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH01C_LINE_OF_CREDIT_YDDTRNPF_AR_X_LMT_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH01C_LINE_OF_CREDIT_YDDTRNPF_AR_X_RATE_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH01C_LINE_OF_CREDIT_YDDTRNPF_LOC_AR_HIST_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH01C_LINE_OF_CREDIT_YDDTRNPF_YOVHI_AR_X_AU_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH01C_LINE_OF_CREDIT_YDDTRNPF_YOVHI_AR_X_RATE_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH01C_UREPTPFFUL_CDBZPF_AR_ADL_ATTR_VAL_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH01C_UREPTPFFUL_CDBZPF_AR_X_AU_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\CREDIT|JOB|
|7|BIS_CREDIT_OFFICER_FULL_PH01C_CREDIT_EXP_CELLNUM_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\CREDIT_OFFICER|JOB|
|7|BIS_CREDIT_OFFICER_FULL_PH01C_CREDIT_EXP_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\CREDIT_OFFICER|JOB|
|7|BIS_CREDIT_PH01C_UREPTPFFUL_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\DELINQUENCY|JOB|
|7|BIS_CREDIT_FULL_PH01C_PROVISION_CARPF_VHCL_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH01C_PROVISION_SEUDDY10_AR_X_AR_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH01C_PROVISION_SEUY10_AR_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH01C_PROVISION_SEUY10_AR_X_AU_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH01C_PROVISION_SEUY10_AR_X_CL_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH01C_PROVISION_SEUY10_AR_X_IP_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH01C_PROVISION_SEUY10_AR_X_RI_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH01C_PROVISION_SEUY10_INS_AR_HIST_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH01C_PROVISION_SEUY10_PRVN_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH01C_PROVISION_SEUY10_RI_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH01C_PROVISION_SEUY10_RI_VAL_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH01C_PROVISION_SEUY10_RI_X_IP_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH01C_PROVISION_SEUY10_SCR_AR_HIST_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH01C_PROVISION_XINSPF_AR_ADL_ATTR_VAL_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH01C_PROVISION_XINSPF_AR_AVY_FACT_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH01C_PROVISION_XINSPF_AR_AVY_PLAN_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH01C_PROVISION_XINSPF_AR_AVY_SHD_ITM_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH01C_PROVISION_XINSPF_AR_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH01C_PROVISION_XINSPF_AR_X_AR_DEP_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH01C_PROVISION_XINSPF_AR_X_AR_LOAN_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH01C_PROVISION_XINSPF_AR_X_AU_INS_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH01C_PROVISION_XINSPF_AR_X_AU_PMT_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH01C_PROVISION_XINSPF_AR_X_IP_AR_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH01C_PROVISION_XINSPF_AR_X_IP_BBN_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH01C_PROVISION_XINSPF_AR_X_IP_CO_LINK_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH01C_PROVISION_XINSPF_AR_X_IP_CR_OF_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH01C_PROVISION_XINSPF_AR_X_IP_FIL_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH01C_PROVISION_XINSPF_INS_AR_HIST_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH01C_PROVISION_XINSPF_IP_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\PROVISION|JOB|
|7|BIS_CREDIT_FULL_PH01C_RESTRUCT_UREPTPFFUL_AR_X_EV_CR_EV_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH01C_GET_CHANGES\\RESTRUCTION|JOB|
|6|A_BIS_CREDIT_PH02B_GET_ALL_SK_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02B_GET_ALL_SK|JOB|
|6|BIS_PH02B_EV_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02B_GET_ALL_SK|JOB|
|6|AUTHORIZATION|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK|FOLDER|
|6|CONDITION|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK|FOLDER|
|6|CREDIT|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK|FOLDER|
|6|CREDIT_OFFICER|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK|FOLDER|
|6|PROVISION|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK|FOLDER|
|6|RESTRUCTION|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK|FOLDER|
|6|A_BIS_CREDIT_PH02_GET_NEW_SK_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK|JOB|
|6|BIS_CREDIT_PH02_CREDIT_GET_NEW_SK_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK|JOB|
|6|BIS_CREDIT_PH02_CREDIT_OFFICER_GET_NEW_SK_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK|JOB|
|6|BIS_CREDIT_PH02_PROVISION_GET_NEW_SK_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK|JOB|
|6|BIS_CREDIT_PH02_RESTRUCTION_GET_NEW_SK_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK|JOB|
|7|BIS_CREDIT_AUTH_FULL_PH02_EV_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK\\AUTHORIZATION|JOB|
|7|BIS_CREDIT_AUTH_FULL_PH02_GET_NEW_SK_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK\\AUTHORIZATION|JOB|
|7|BIS_CREDIT_CONDITION_PH02_CD_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK\\CONDITION|JOB|
|7|BIS_CREDIT_PH02_AR_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK\\CREDIT|JOB|
|7|BIS_CREDIT_PH02_AR_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK\\CREDIT|JOB|
|7|BIS_CREDIT_PH02_BRDG_AU_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK\\CREDIT|JOB|
|7|BIS_CREDIT_PH02_BRW_CAT_GRP_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK\\CREDIT|JOB|
|7|BIS_CREDIT_PH02_CD_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK\\CREDIT|JOB|
|7|BIS_CREDIT_PH02_EV_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK\\CREDIT|JOB|
|7|BIS_CREDIT_PH02_EV_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK\\CREDIT|JOB|
|7|BIS_CREDIT_PH02_GRP_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK\\CREDIT|JOB|
|7|BIS_CREDIT_PH02_GRP_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK\\CREDIT|JOB|
|7|BIS_CREDIT_PH02_LINE_OF_CREDIT_AR_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK\\CREDIT|JOB|
|7|BIS_CREDIT_PH02_LINE_OF_CREDIT_AR_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK\\CREDIT|JOB|
|7|BIS_CREDIT_PH02_PTSPF_YDDOPPF_EV_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK\\CREDIT|JOB|
|7|BIS_CREDIT_PH02_UREPTPFFUL_EV_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK\\CREDIT|JOB|
|7|BIS_CREDIT_PH02_UREPTPFFUL_EV_OVK_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK\\CREDIT|JOB|
|7|BIS_CREDIT_OFFICER_PH02_IP_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK\\CREDIT_OFFICER|JOB|
|7|BIS_CREDIT_OFFICER_PH02_LO_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK\\CREDIT_OFFICER|JOB|
|7|BIS_CREDIT_PH02_PROVISION_AR_ALT_UNQ_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK\\PROVISION|JOB|
|7|BIS_CREDIT_PH02_PROVISION_AR_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK\\PROVISION|JOB|
|7|BIS_CREDIT_PH02_PROVISION_AR_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK\\PROVISION|JOB|
|7|BIS_CREDIT_PH02_PROVISION_EV_ALT_UNQ_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK\\PROVISION|JOB|
|7|BIS_CREDIT_PH02_PROVISION_EV_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK\\PROVISION|JOB|
|7|BIS_CREDIT_PH02_PROVISION_EV_SEUY10_SEZLPF_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK\\PROVISION|JOB|
|7|BIS_CREDIT_PH02_PROVISION_IP_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK\\PROVISION|JOB|
|7|BIS_CREDIT_PH02_PROVISION_PRVN_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK\\PROVISION|JOB|
|7|BIS_CREDIT_PH02_PROVISION_PRVN_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK\\PROVISION|JOB|
|7|BIS_CREDIT_PH02_PROVISION_RI_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK\\PROVISION|JOB|
|7|BIS_CREDIT_PH02_PROVISION_RI_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK\\PROVISION|JOB|
|7|BIS_CREDIT_PH02_CR_EV_RESTRUCT_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK\\RESTRUCTION|JOB|
|7|BIS_CREDIT_PH02_CR_EV_RESTRUCT_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK\\RESTRUCTION|JOB|
|7|BIS_CREDIT_PH02_EV_RESTRUCT_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK\\RESTRUCTION|JOB|
|7|BIS_CREDIT_PH02_EV_RESTRUCT_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH02_GET_NEW_SK\\RESTRUCTION|JOB|
|6|AUTHORIZATION|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM|FOLDER|
|6|CREDIT|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM|FOLDER|
|6|CREDIT_OFFICER|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM|FOLDER|
|6|DELINQUENCY|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM|FOLDER|
|6|PROVISION|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM|FOLDER|
|6|RESTRUCTION|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM|FOLDER|
|6|A_BIS_CREDIT_FULL_PH03A_TRANSFORM_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM|JOB|
|6|A_BIS_CREDIT_FULL_PH03A_TRANSFORM_WITHOUT_RESTRUCTION_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM|JOB|
|6|BIS_CREDIT_DELINQUENCY_FULL_PH03A_TRANSFORM_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM|JOB|
|6|BIS_CREDIT_FULL_FIRST_R4_PH03A_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM|JOB|
|6|BIS_CREDIT_FULL_PH03A_CREDIT_OFFICER_TRANSFORM_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM|JOB|
|6|BIS_CREDIT_FULL_PH03A_CREDIT_TRANSFORM_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM|JOB|
|6|BIS_CREDIT_FULL_PH03A_PROVISION_TRANSFORM_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM|JOB|
|6|BIS_CREDIT_FULL_PH03A_RESTRUCTION_TRANSFORM_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM|JOB|
|7|BIS_CREDIT_AUTH_FULL_PH03A_AR_AVY_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\AUTHORIZATION|JOB|
|7|BIS_CREDIT_AUTH_FULL_PH03A_CREDIT_AUTH_TRANSFORM_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\AUTHORIZATION|JOB|
|7|BIS_CREDIT_AUTH_FULL_PH03A_EV_X_CL_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\AUTHORIZATION|JOB|
|7|BIS_CREDIT_FULL_PH03A_AR_ADL_ATTR_VAL_UREPTFFUL_SDAD_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH03A_AR_ADL_ATTR_VAL_UREPTPFFUL_CDBZPF_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH03A_AR_AVY_PTSPF_YDDOPPF_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH03A_AR_AVY_SHD_ITM_UREPTFFUL_SDGR_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH03A_AR_AVY_SHD_ITM_UREPTFFUL_SDGR_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH03A_AR_AVY_UREPTFFUL_OVK_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH03A_AR_AVY_UREPTFFUL_SDGR_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH03A_AR_AVY_UREPTFFUL_SDGR_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH03A_AR_AVY_UREPTFFUL_YDDTRNPF_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH03A_AR_X_AU_RTAACA_RTAACODE_NEPF_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH03A_AR_X_AU_UREPTFFUL_ASRVSC10_NBAPF_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH03A_AR_X_AU_UREPTFFUL_YDDTRNPF_NEPF_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH03A_AR_X_AU_UREPTFFUL_YDDTRNPF_NEPF_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH03A_AR_X_AU_UREPTPFFUL_CDBZPF_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH03A_AR_X_BRW_CAT_GRP_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH03A_AR_X_CD_UREPTPFFUL_YDDTRNPF_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH03A_AR_X_CL_UREPTPFFUL_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH03A_AR_X_CL_UREPTPFFUL_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH03A_AR_X_CL_UREPTPFFUL_YDDTRNPF_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH03A_AR_X_GRP_UREPTPFFUL_YDDTRNPF_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH03A_AR_X_IP_UREPTFFUL_YDDTRNPF_NEPF_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH03A_AR_X_IP_UREPTFFUL_YDDTRNPF_NEPF_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH03A_AR_X_IP_UREPTPF_SDSZPF_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH03A_AR_X_LMT_TP_UREPTFFUL_YDDTRNPF_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH03A_AR_X_LMT_TP_UREPTFFUL_YDDTRNPF_SEQ|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
|7|BIS_CREDIT_FULL_PH03A_AR_X_RATE_TP_UREPTFFUL_YDDTRNPF_JOB|\\_DWH\\10_DWH\\BIS\\CREDIT\\PH03A_TRANSFORM\\CREDIT|JOB|
